Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status
29-344-3658,Lime,Fruits & Vegetables,33-546-5056,Yata,75,56,57,$1.90 ,10/27/2024,10/25/2024,9/19/2024,7 Talmadge Street,63,64,Discontinued
60-327-4114,Egg (Turkey),Dairy,59-968-8346,Katz,63,7,23,$2.35 ,9/7/2024,11/22/2024,10/17/2024,3 Bellgrove Way,78,100,Active
75-927-9108,Cabbage,Fruits & Vegetables,27-406-7972,Topdrive,24,32,17,$1.00 ,9/29/2024,6/17/2024,7/2/2024,43 Washington Street,55,72,Discontinued
15-905-7750,Apricot,Fruits & Vegetables,48-176-1622,Skinix,42,61,52,$5.00 ,12/2/2024,1/31/2025,9/29/2024,36687 Maple Avenue,86,99,Backordered
68-973-8812,Sweet Potato,Fruits & Vegetables,31-955-7362,Yodo,44,77,45,$2.00 ,7/27/2024,6/22/2024,5/24/2024,55 Cherokee Circle,89,64,Discontinued
49-570-8214,Sour Cream,Dairy,17-345-5800,Realblab,81,76,10,$4.00 ,5/13/2024,5/27/2024,12/18/2024,1823 Elgar Park,68,100,Backordered
85-781-5386,Salmon,Seafood,89-439-6947,Avavee,78,68,86,$15.00 ,3/25/2024,3/20/2024,12/28/2024,10577 Thierer Plaza,47,95,Discontinued
72-341-1154,Heavy Cream,Dairy,84-090-6472,Yodo,85,66,85,$4.20 ,1/6/2025,10/31/2024,9/9/2024,8682 Golf Course Junction,65,58,Discontinued
28-986-8001,Pomegranate,Fruits & Vegetables,37-281-2537,Kwideo,65,69,4,$6.00 ,8/14/2024,6/15/2024,10/13/2024,4 Old Shore Avenue,80,26,Active
27-495-1912,Potato,Fruits & Vegetables,34-667-8907,Thoughtbridge,26,63,88,$1.20 ,5/9/2024,2/29/2024,5/24/2024,12710 Gulseth Circle,84,70,Active
82-538-4809,Cabbage,Fruits & Vegetables,74-357-2990,Twitternation,83,61,4,$1.00 ,9/16/2024,11/5/2024,10/24/2024,700 Northland Crossing,35,7,Backordered
69-895-3397,Cucumber,Fruits & Vegetables,02-575-2074,Yabox,28,5,9,$1.80 ,1/16/2025,1/16/2025,3/4/2024,98 Melody Street,33,9,Discontinued
44-112-3331,Tuna,Seafood,90-453-4096,Realmix,85,17,96,$18.00 ,11/5/2024,7/2/2024,4/8/2024,63787 Arkansas Street,92,34,Discontinued
93-682-2069,Lime,Fruits & Vegetables,60-038-7810,Roomm,76,39,15,$2.00 ,12/6/2024,6/23/2024,8/16/2024,2718 Londonderry Plaza,77,70,Backordered
49-199-6836,Tomato,Fruits & Vegetables,81-999-7392,Thoughtbeat,100,64,62,$2.50 ,12/15/2024,12/30/2024,8/24/2024,77 Brown Circle,84,44,Discontinued
47-221-2470,Pomegranate,Fruits & Vegetables,30-780-7583,Teklist,17,45,44,$6.00 ,7/25/2024,4/3/2024,10/10/2024,60 Messerschmidt Pass,37,16,Active
71-067-3278,Anchovies,Seafood,76-797-9430,Twitterbridge,51,35,95,$10.00 ,10/22/2024,5/8/2024,8/16/2024,5521 Wayridge Center,80,89,Backordered
89-388-3239,Grapes,Fruits & Vegetables,28-521-7083,Centizu,54,88,43,$5.50 ,2/12/2025,5/24/2024,4/19/2024,4346 Columbus Way,81,77,Backordered
82-931-7126,Asparagus,Fruits & Vegetables,67-596-1997,Vitz,34,95,18,$5.00 ,10/14/2024,10/17/2024,5/12/2024,856 School Plaza,41,26,Discontinued
55-164-7723,Halibut,Seafood,85-454-9252,Gevee,82,31,86,$20.00 ,4/10/2024,5/17/2024,1/8/2025,6410 Northwestern Pass,66,74,Active
61-680-9496,Apple,Fruits & Vegetables,75-448-1356,Wikido,17,14,17,$3.50 ,3/24/2024,10/5/2024,4/14/2024,2 Northridge Street,36,64,Discontinued
26-456-1992,Tilapia,Seafood,60-159-3514,Geba,56,59,87,$7.00 ,1/26/2025,12/23/2024,7/29/2024,1792 Crownhardt Street,65,45,Active
62-998-7250,Evaporated Milk,Dairy,72-002-3904,Photobug,72,3,10,$2.00 ,1/18/2025,7/31/2024,10/5/2024,9171 Redwing Street,52,14,Backordered
38-617-7226,Mushrooms,Fruits & Vegetables,91-215-9838,Bluezoom,65,42,62,$6.30 ,10/24/2024,6/19/2024,7/13/2024,33145 Butterfield Avenue,54,2,Active
00-366-9496,Grapes,Fruits & Vegetables,40-515-1141,Kimia,30,66,28,$5.50 ,8/9/2024,2/8/2025,12/28/2024,898 Rowland Trail,63,98,Active
76-027-4850,Onion,Fruits & Vegetables,75-256-5638,Tavu,39,37,48,$2.00 ,11/27/2024,8/26/2024,6/24/2024,425 Shasta Terrace,25,19,Active
27-269-5260,Pineapple,Fruits & Vegetables,54-724-8610,Rhyloo,14,81,65,$3.50 ,11/17/2024,3/15/2024,10/22/2024,1661 Springview Terrace,74,84,Active
40-126-0515,Carrot,Fruits & Vegetables,78-379-0369,Gigashots,74,37,57,$1.50 ,2/14/2025,3/4/2024,12/18/2024,28351 Cascade Plaza,91,18,Active
31-387-5020,Parmesan Cheese,Dairy,02-811-7933,Buzzbean,63,41,98,$11.90 ,10/22/2024,12/17/2024,8/14/2024,854 Kipling Point,37,7,Active
13-673-7016,Peach,Fruits & Vegetables,78-726-6352,Youfeed,47,67,57,$4.00 ,12/4/2024,7/22/2024,2/23/2025,04 Hagan Crossing,36,48,Backordered
85-212-2729,Egg (Turkey),Dairy,58-226-6435,Browsecat,42,94,79,$2.50 ,12/17/2024,12/21/2024,5/16/2024,93 Longview Junction,61,92,Backordered
99-048-8310,Tomato,Fruits & Vegetables,70-453-8646,Demimbu,32,49,73,$2.50 ,7/6/2024,4/22/2024,5/27/2024,43 Lakewood Junction,80,36,Discontinued
19-112-1616,Lettuce,Fruits & Vegetables,55-251-3001,Quamba,88,56,72,$2.00 ,1/12/2025,4/12/2024,6/28/2024,7698 Logan Drive,25,36,Active
98-546-7398,Yogurt,Dairy,37-921-2953,Thoughtworks,80,69,71,$1.75 ,8/27/2024,5/3/2024,4/17/2024,15658 Talisman Lane,41,43,Backordered
63-874-9747,Orange,Fruits & Vegetables,22-506-4911,Oloo,36,59,90,$3.00 ,7/8/2024,12/9/2024,11/11/2024,183 Buell Park,25,60,Discontinued
65-867-4029,Peach,Fruits & Vegetables,70-591-9841,Livepath,40,83,50,$4.00 ,6/5/2024,9/3/2024,6/16/2024,36124 Carberry Junction,92,50,Active
44-546-5713,Peach,Fruits & Vegetables,61-382-5182,Blogpad,94,69,68,$4.00 ,7/8/2024,1/16/2025,2/13/2025,832 Goodland Alley,24,20,Discontinued
20-031-0532,Mango,Fruits & Vegetables,35-835-8848,Oyoloo,32,63,92,$4.90 ,11/17/2024,7/25/2024,11/9/2024,8239 Laurel Way,84,34,Discontinued
48-242-8445,Plum,Fruits & Vegetables,84-941-3034,Mybuzz,40,3,5,$4.00 ,3/4/2024,6/15/2024,6/24/2024,29 Vera Drive,45,69,Discontinued
33-378-1365,Egg (Goose),Dairy,31-483-9201,Tagchat,50,66,1,$2.50 ,10/22/2024,12/7/2024,2/4/2025,23560 Talmadge Center,76,73,Active
57-763-5501,Cod,Seafood,25-790-1641,Kwimbee,72,29,10,$8.00 ,3/6/2024,4/7/2024,3/24/2024,46 Colorado Place,54,38,Discontinued
71-015-9181,Pomegranate,Fruits & Vegetables,56-196-9896,Tagopia,22,35,55,$6.00 ,8/30/2024,8/27/2024,10/26/2024,62238 Mallory Place,41,27,Active
83-568-3475,Halibut,Seafood,10-950-0546,Camimbo,35,72,70,$20.00 ,4/17/2024,4/4/2024,2/10/2025,29150 Farmco Crossing,74,15,Backordered
79-884-8810,Cucumber,Fruits & Vegetables,14-108-0409,Dabtype,12,93,29,$1.75 ,2/20/2025,12/6/2024,8/15/2024,546 Declaration Place,45,12,Backordered
50-772-2613,Cheddar Cheese,Dairy,74-619-4608,Roomm,86,23,1,$9.00 ,6/20/2024,5/19/2024,3/23/2024,7 Lunder Hill,100,86,Backordered
19-377-5021,Mackerel,Seafood,34-014-5873,Skynoodle,91,96,90,$7.50 ,2/14/2025,8/11/2024,12/24/2024,884 Sloan Drive,90,75,Backordered
39-913-2999,Evaporated Milk,Dairy,74-119-8973,Centimia,23,99,97,$2.00 ,6/9/2024,4/6/2024,4/10/2024,15 Oriole Park,68,76,Discontinued
46-911-1159,Onion,Fruits & Vegetables,30-820-2883,Voolia,98,40,100,$2.00 ,2/3/2025,10/30/2024,12/19/2024,9171 Norway Maple Trail,46,9,Active
40-630-1431,Cherry,Fruits & Vegetables,61-040-9004,Voomm,29,66,21,$8.00 ,10/29/2024,7/11/2024,11/7/2024,8119 Homewood Drive,74,93,Discontinued
15-797-4824,Coconut,Fruits & Vegetables,46-830-4835,Mudo,32,27,26,$5.00 ,5/30/2024,11/20/2024,1/14/2025,25923 Loeprich Junction,38,79,Backordered
37-248-6266,Pear,Fruits & Vegetables,75-553-7424,Youspan,84,74,48,$4.50 ,12/24/2024,10/17/2024,5/24/2024,7051 Calypso Place,64,32,Backordered
22-760-4605,Yogurt,Dairy,01-495-9336,Bubblemix,86,20,67,$1.75 ,2/12/2025,7/7/2024,8/3/2024,09264 Forest Dale Drive,83,82,Discontinued
49-579-4325,Ricotta Cheese,Dairy,98-558-5813,Eadel,64,95,62,$6.00 ,5/24/2024,8/22/2024,5/17/2024,6 Anniversary Circle,55,1,Discontinued
84-546-7624,Cherry,Fruits & Vegetables,34-730-9079,Gigazoom,43,41,100,$8.00 ,6/16/2024,4/8/2024,6/1/2024,61057 Hallows Junction,27,78,Active
03-597-9488,Buttermilk,Dairy,03-983-0515,Wordpedia,70,66,74,$2.50 ,11/11/2024,7/11/2024,3/28/2024,53 Lawn Circle,47,77,Active
89-624-7462,Asparagus,Fruits & Vegetables,39-506-2186,Jaxspan,18,3,39,$5.00 ,10/18/2024,2/16/2025,11/24/2024,25 Drewry Alley,58,61,Backordered
91-426-3204,Haddock,Seafood,86-184-4829,Geba,67,71,4,$9.00 ,12/19/2024,4/14/2024,7/8/2024,269 Dakota Trail,76,34,Backordered
40-913-9772,Egg (Chicken),Dairy,51-215-2283,Einti,36,30,44,$0.20 ,4/11/2024,3/3/2024,5/26/2024,553 Hooker Trail,68,88,Backordered
17-236-0566,Sweet Potato,Fruits & Vegetables,32-402-9679,Einti,95,87,13,$2.00 ,10/12/2024,3/2/2024,8/4/2024,803 5th Alley,61,4,Backordered
15-846-7959,Zucchini,Fruits & Vegetables,47-026-0505,Vidoo,98,14,11,$2.50 ,4/17/2024,12/1/2024,3/20/2024,6251 Eliot Hill,48,38,Discontinued
03-833-3577,Cucumber,Fruits & Vegetables,87-032-6971,Kanoodle,67,14,25,$1.80 ,5/2/2024,8/20/2024,10/16/2024,38 Killdeer Point,81,77,Active
47-548-6500,Onion,Fruits & Vegetables,27-061-4764,Devpulse,20,93,37,$2.00 ,10/20/2024,3/7/2024,12/25/2024,06 Shopko Pass,23,2,Discontinued
12-342-4482,Trout,Seafood,71-300-8176,Topicblab,67,83,90,$11.60 ,10/27/2024,9/30/2024,8/29/2024,374 Blue Bill Park Point,66,77,Active
07-834-3320,Egg (Quail),Dairy,47-831-9154,Trunyx,94,60,78,$0.80 ,12/8/2024,3/7/2024,9/20/2024,79 Monterey Avenue,100,42,Active
64-109-7362,Anchovies,Seafood,38-603-6412,Voolia,86,55,96,$10.00 ,12/19/2024,7/9/2024,9/29/2024,7 Harper Drive,37,53,Backordered
24-975-4231,Green Beans,Fruits & Vegetables,99-145-4924,Jayo,31,61,28,$2.10 ,3/10/2024,7/9/2024,8/17/2024,62494 Longview Drive,55,70,Active
25-522-6043,Gouda Cheese,Dairy,29-122-7037,Kazu,71,93,75,$7.00 ,10/9/2024,8/19/2024,2/3/2025,890 Eggendart Pass,77,58,Discontinued
28-275-5901,Anchovies,Seafood,44-760-4337,Jatri,64,1,92,$10.00 ,4/5/2024,4/23/2024,1/24/2025,4 Doe Crossing Avenue,49,15,Active
63-918-8253,Mango,Fruits & Vegetables,94-157-1762,Devpulse,53,98,23,$5.00 ,2/24/2025,7/4/2024,9/29/2024,917 Westerfield Terrace,41,84,Backordered
57-167-0669,Haddock,Seafood,30-934-3251,Rhybox,19,99,78,$9.00 ,11/21/2024,2/17/2025,12/30/2024,1005 Lyons Junction,29,54,Discontinued
52-402-9245,Broccoli,Fruits & Vegetables,37-519-7762,Plajo,89,40,64,$4.00 ,10/16/2024,2/12/2025,9/19/2024,185 Stone Corner Parkway,93,48,Active
17-647-0503,Cod,Seafood,69-416-9493,Katz,96,12,8,$8.00 ,5/11/2024,5/24/2024,8/20/2024,0 Village Green Street,97,92,Active
67-984-5368,Parmesan Cheese,Dairy,39-714-7313,Yakidoo,52,56,34,$12.00 ,9/27/2024,10/4/2024,7/28/2024,0 Fordem Place,31,69,Backordered
27-387-0428,Halibut,Seafood,62-312-2748,Camido,88,42,68,$20.00 ,6/23/2024,11/29/2024,4/9/2024,1715 Dottie Pass,92,29,Active
48-789-9187,Peach,Fruits & Vegetables,95-944-5323,Browsetype,45,79,95,$4.00 ,12/6/2024,6/26/2024,11/15/2024,41 Stephen Crossing,84,62,Backordered
19-323-0506,Halibut,Seafood,28-977-3789,Skidoo,68,43,96,$20.00 ,11/17/2024,4/28/2024,10/15/2024,5 Ohio Lane,75,35,Backordered
04-637-8815,Apricot,Fruits & Vegetables,60-959-6355,Zoonder,90,91,62,$5.00 ,11/24/2024,11/27/2024,11/24/2024,537 Maple Alley,34,72,Active
60-644-6596,Trout,Seafood,32-745-8366,Rhynoodle,89,67,89,$12.00 ,2/14/2025,1/5/2025,11/10/2024,22 Hudson Pass,96,42,Discontinued
58-005-5343,Cucumber,Fruits & Vegetables,83-401-2709,Youbridge,38,94,87,$1.80 ,5/27/2024,5/3/2024,8/21/2024,43211 Lakeland Place,89,100,Discontinued
67-382-4435,Green Beans,Fruits & Vegetables,49-901-0828,Fivespan,99,37,74,$2.10 ,7/25/2024,12/21/2024,3/2/2024,92 Bartelt Terrace,46,46,Active
46-496-2930,Pomegranate,Fruits & Vegetables,29-295-9755,Eare,66,28,7,$6.00 ,4/27/2024,10/26/2024,8/14/2024,156 Golf Course Alley,85,6,Backordered
54-281-3746,Green Beans,Fruits & Vegetables,08-824-4585,Viva,26,70,52,$2.00 ,9/7/2024,3/10/2024,11/3/2024,00 Ridgeway Plaza,36,10,Discontinued
35-257-9312,Parmesan Cheese,Dairy,35-927-4986,Photospace,80,100,48,$12.00 ,8/18/2024,10/12/2024,4/6/2024,9463 Northland Court,100,28,Backordered
63-897-8088,Zucchini,Fruits & Vegetables,82-313-4469,Skibox,63,56,33,$2.50 ,1/9/2025,6/7/2024,10/16/2024,7944 Elgar Alley,35,16,Backordered
17-504-3699,Sweet Potato,Fruits & Vegetables,81-276-8218,Jaxworks,80,60,71,$2.00 ,10/8/2024,6/15/2024,8/17/2024,18 Daystar Parkway,98,13,Active
46-083-7058,Haddock,Seafood,26-730-0925,Devshare,61,91,40,$9.00 ,1/8/2025,8/27/2024,6/9/2024,21530 Prentice Place,34,76,Active
68-436-1268,Egg (Duck),Dairy,10-694-6636,Aivee,70,92,74,$1.00 ,11/30/2024,8/17/2024,7/11/2024,1 Mockingbird Parkway,95,26,Backordered
93-198-5984,Mango,Fruits & Vegetables,86-441-7850,Skalith,73,69,1,$5.00 ,11/5/2024,5/14/2024,9/17/2024,54706 Prairieview Point,50,67,Active
24-571-1080,Kale,Fruits & Vegetables,07-520-1107,Devshare,60,15,89,$4.00 ,6/7/2024,2/21/2025,4/11/2024,5325 Milwaukee Lane,21,29,Discontinued
73-874-7534,Pomegranate,Fruits & Vegetables,12-566-2563,Twitterwire,88,24,44,$6.00 ,11/5/2024,11/8/2024,12/18/2024,901 Norway Maple Crossing,72,88,Backordered
07-337-9889,Cauliflower,Fruits & Vegetables,84-949-8378,Twitterwire,95,6,59,$2.50 ,12/31/2024,8/15/2024,9/29/2024,4 Loomis Way,49,77,Active
83-400-9746,Mozzarella Cheese,Dairy,02-510-0629,Eidel,24,1,65,$7.00 ,11/18/2024,7/12/2024,2/29/2024,40 Merchant Terrace,58,61,Active
24-579-6500,Anchovies,Seafood,60-309-5783,Zoovu,93,51,70,$10.00 ,4/22/2024,6/12/2024,9/4/2024,4 Stang Place,81,18,Active
15-884-7413,Apple,Fruits & Vegetables,39-412-7454,Geba,77,58,13,$3.50 ,6/22/2024,5/23/2024,4/16/2024,6225 Westend Pass,63,28,Discontinued
79-494-2472,Green Beans,Fruits & Vegetables,04-391-8892,Kanoodle,42,48,18,$2.00 ,1/9/2025,4/19/2024,4/23/2024,1615 Bellgrove Crossing,39,57,Active
36-177-0573,Egg (Turkey),Dairy,62-687-0951,Oyondu,92,1,23,$2.50 ,8/27/2024,10/2/2024,4/13/2024,35 Portage Road,78,36,Discontinued
79-920-2395,Mushrooms,Fruits & Vegetables,70-825-7341,Chatterpoint,81,23,17,$6.25 ,5/26/2024,5/8/2024,7/16/2024,911 Merry Junction,92,78,Active
18-107-7886,Evaporated Milk,Dairy,11-466-3182,Demivee,64,28,35,$2.00 ,11/5/2024,11/7/2024,2/27/2024,55309 6th Junction,74,50,Active
63-168-6018,Cucumber,Fruits & Vegetables,01-853-2191,Bubblemix,60,63,81,$1.80 ,1/26/2025,10/3/2024,5/1/2024,0847 Artisan Hill,74,31,Active
26-000-1012,Parmesan Cheese,Dairy,60-284-1974,Quatz,65,54,29,$12.00 ,11/30/2024,11/29/2024,4/12/2024,3 Bayside Point,69,79,Backordered
13-900-9016,Bell Pepper,Fruits & Vegetables,63-969-9608,Meetz,89,96,94,$4.50 ,6/10/2024,1/6/2025,9/19/2024,521 Burning Wood Trail,38,96,Discontinued
73-997-6251,Bell Pepper,Fruits & Vegetables,17-167-4304,Livetube,94,18,84,$4.50 ,1/4/2025,10/15/2024,9/17/2024,1666 Dayton Terrace,44,49,Discontinued
56-937-8675,Cream,Dairy,37-996-3243,Trilith,62,91,14,$2.50 ,9/21/2024,5/31/2024,12/8/2024,668 Claremont Place,41,77,Discontinued
14-836-2894,Apple,Fruits & Vegetables,82-157-4299,Jabbersphere,44,92,92,$3.50 ,3/8/2024,1/11/2025,9/25/2024,2 Hooker Terrace,41,61,Active
31-403-6234,Tuna,Seafood,00-258-2525,Thoughtbeat,87,24,66,$18.00 ,5/20/2024,11/24/2024,5/4/2024,35 Waxwing Center,22,34,Active
29-092-3453,Spinach,Fruits & Vegetables,41-867-9911,Youbridge,61,17,69,$2.52 ,5/22/2024,5/7/2024,6/17/2024,676 Redwing Trail,31,29,Active
34-709-9237,Carrot,Fruits & Vegetables,66-680-8738,Gigaclub,61,81,99,$1.50 ,10/27/2024,3/13/2024,4/24/2024,1509 Hoard Circle,26,76,Discontinued
13-962-6263,Sweet Potato,Fruits & Vegetables,26-061-5253,Trupe,49,1,28,$2.00 ,12/1/2024,12/23/2024,11/18/2024,7015 Ramsey Lane,97,95,Active
06-731-2162,Lemon,Fruits & Vegetables,17-546-8875,Meejo,87,1,98,$2.50 ,4/7/2024,10/7/2024,7/19/2024,30968 Anzinger Court,61,84,Discontinued
34-538-1180,Sour Cream,Dairy,40-907-4937,Voonder,29,39,80,$4.00 ,5/29/2024,11/3/2024,4/6/2024,19 Aberg Trail,23,85,Backordered
98-148-0940,Egg (Chicken),Dairy,06-175-9657,Babblestorm,63,62,18,$0.20 ,4/17/2024,4/2/2024,11/5/2024,588 Waywood Trail,67,17,Active
38-390-2115,Potato,Fruits & Vegetables,12-433-6490,Rhyzio,42,69,54,$1.20 ,1/19/2025,3/6/2024,3/1/2024,3 Del Mar Point,43,96,Active
02-974-8526,Onion,Fruits & Vegetables,09-387-1119,Mudo,74,4,39,$2.00 ,12/26/2024,4/5/2024,8/7/2024,42 Green Ridge Terrace,97,24,Backordered
84-327-7787,Egg (Chicken),Dairy,97-571-0561,Bubblemix,83,35,43,$0.20 ,8/14/2024,8/26/2024,9/6/2024,739 Rowland Way,94,68,Discontinued
70-005-5970,Apple,Fruits & Vegetables,18-490-4140,Skaboo,84,46,80,$3.50 ,5/18/2024,10/2/2024,12/24/2024,82955 Dayton Street,66,84,Discontinued
63-936-0145,Plum,Fruits & Vegetables,69-415-3675,Thoughtbeat,22,56,72,$4.00 ,4/9/2024,6/8/2024,12/3/2024,95 Kingsford Terrace,70,39,Discontinued
08-196-2703,Peas,Fruits & Vegetables,34-315-1199,Youbridge,100,52,2,$3.00 ,3/8/2024,11/29/2024,10/17/2024,56 Esker Park,86,70,Backordered
22-778-3553,Cheddar Cheese,Dairy,49-590-1752,Quaxo,36,77,49,$9.00 ,4/10/2024,10/24/2024,2/9/2025,0782 Dapin Avenue,30,84,Active
37-610-1999,Halibut,Seafood,19-985-9694,Wikizz,14,67,65,$20.00 ,3/14/2024,10/19/2024,10/19/2024,3 John Wall Point,71,94,Discontinued
28-968-4195,Eggplant,Fruits & Vegetables,17-562-1176,Blogtag,97,52,80,$3.00 ,1/19/2025,7/17/2024,10/13/2024,5 Loftsgordon Trail,22,90,Backordered
43-851-9440,Lime,Fruits & Vegetables,67-674-0287,Camido,14,75,19,$1.90 ,12/24/2024,5/11/2024,3/4/2024,4033 Sloan Hill,100,84,Backordered
54-830-6971,Tilapia,Seafood,94-006-6480,Dynava,100,61,21,$7.00 ,9/21/2024,12/25/2024,5/18/2024,674 Ryan Alley,85,79,Backordered
28-146-2641,Parmesan Cheese,Dairy,82-995-0739,BlogXS,38,67,66,$12.00 ,4/1/2024,12/21/2024,4/8/2024,73 Graedel Street,35,24,Discontinued
82-977-7752,Spinach,Fruits & Vegetables,57-473-8672,Shuffledrive,88,78,17,$2.50 ,9/6/2024,12/28/2024,11/4/2024,58 Corscot Terrace,58,21,Active
62-393-9939,Cheddar Cheese,Dairy,93-877-9384,Gabcube,60,9,89,$9.00 ,6/1/2024,6/2/2024,10/5/2024,5 Oxford Pass,95,63,Active
31-745-6850,Cabbage,Fruits & Vegetables,96-215-2767,Lajo,94,90,12,$0.90 ,10/3/2024,10/24/2024,11/1/2024,081 Jana Lane,98,71,Active
28-044-4102,Papaya,Fruits & Vegetables,93-358-1118,Yakijo,19,28,83,$4.50 ,11/26/2024,3/1/2024,8/27/2024,309 Burning Wood Center,91,73,Discontinued
